Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Region,Carbon Performance Regional Alignment 2025,Carbon Performance Regional Alignment 2027,Carbon Performance Regional Alignment 2028,Carbon Performance Regional Alignment 2035,Carbon Performance Regional Alignment 2050,Regional Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
CEZ,Czechia,CZE,Electricity Utilities,Yes,large,CZ0005112300,5624030,01/11/2021,05/08/2021,Europe,Not Aligned,,,Not Aligned,National Pledges,Europe_Electricity Utilities_01/04/2022,2025;2030;2050,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses an emissions intensity using an activity measure and emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI notes that this company’s emissions intensity is slightly over-estimated as we calculated it using emissions from both electricity and heat generation, while using generation figures that include only electricity.",,0.445834929,0.470771436,0.496665391,0.443119202,0.424885593,0.403363029,0.368502937,0.34680235,0.325101762,0.303401175,0.281700587,0.26,0.24,0.22,0.2,0.18,0.16,0.152,0.144,0.136,0.128,0.12,0.112,0.104,0.096,0.088,0.08,0.072,0.064,0.056,0.048,0.04,0.032,0.024,0.016,0.008,0.0
CK Infrastructure,Hong Kong,HKG,Electricity Utilities,No,large,BMG2178K1009,BYVS6J1,01/11/2023,04/07/2023,non-OECD,No or unsuitable disclosure,,,No or unsuitable disclosure,No or unsuitable disclosure,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses emissions intensity and target using an emissions figure that is inconsistent with TPI’s methodology for this sector. The company does not disclose sufficient data to allow TPI to recalculate current carbon intensity according to TPI methodology or to estimate future Carbon Performance.   When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK Infrastructure,Hong Kong,HKG,Electricity Utilities,No,large,BMG2178K1009,BYVS6J1,01/09/2022,22/07/2022,non-OECD,No or unsuitable disclosure,,,No or unsuitable disclosure,No or unsuitable disclosure,non-OECD_Electricity Utilities_01/04/2022,,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK Infrastructure,Hong Kong,HKG,Electricity Utilities,No,large,BMG2178K1009,BYVS6J1,01/11/2021,05/08/2021,non-OECD,No or unsuitable disclosure,,,No or unsuitable disclosure,No or unsuitable disclosure,non-OECD_Electricity Utilities_01/04/2022,,,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLP,Hong Kong,HKG,Electricity Utilities,No,large,HK0002007356,6097017,01/09/2024,06/08/2024,non-OECD,,Not Aligned,,National Pledges,Below 2 Degrees,non-OECD_Electricity Utilities_01/05/2024,2050,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,0.87,0.89,0.81,0.78,0.77,0.62,0.62,0.6,0.57,0.55,0.53,0.51,0.49,0.47,0.45,0.43,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.23,0.21,0.19,0.17,0.15,0.13,0.11,0.09,0.06,0.04,0.02,0.0
CLP,Hong Kong,HKG,Electricity Utilities,No,large,HK0002007356,6097017,01/11/2023,04/07/2023,non-OECD,Not Aligned,,,National Pledges,Below 2 Degrees,non-OECD_Electricity Utilities_01/04/2022,2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses a target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,0.871,0.89,0.81,0.784,0.766,0.618,0.616,0.587555556,0.559111111,0.530666667,0.502222222,0.473777778,0.445333333,0.416888889,0.388444444,0.36,0.342,0.324,0.306,0.288,0.27,0.252,0.234,0.216,0.198,0.18,0.162,0.144,0.126,0.108,0.09,0.072,0.054,0.036,0.018,0.0
CLP,Hong Kong,HKG,Electricity Utilities,No,large,HK0002007356,6097017,01/09/2022,22/07/2022,non-OECD,Not Aligned,,,National Pledges,Below 2 Degrees,non-OECD_Electricity Utilities_01/04/2022,2030;2050,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. The  company also disclosed a set of 2030 targets which include purchased electricity hence could not be included in TPI's assessment. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.84,0.81,0.82,0.8,0.74,0.71,0.66,0.65,0.62,0.59,0.55,0.52,0.49,0.46,0.42,0.39,0.36,0.34,0.32,0.31,0.29,0.27,0.25,0.23,0.22,0.2,0.18,0.16,0.14,0.13,0.11,0.09,0.07,0.05,0.04,0.02,0.0
CLP,Hong Kong,HKG,Electricity Utilities,No,large,HK0002007356,6097017,01/11/2021,05/08/2021,non-OECD,Not Aligned,,,Not Aligned,Not Aligned,non-OECD_Electricity Utilities_01/04/2022,,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company discloses 2030, 2040, and 2050 targets using an activity measure and emissions figure that is inconsistent with TPI’s methodology for this sector. These targets include both generated and purchased electricity. TPI’s current methodology is restricted to the emissions intensity of owned generation, which cannot be reliably estimated from the disclosed targets.",0.82,0.84,0.81,0.82,0.8,0.74,0.7,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS Energy,United States of America,USA,Electricity Utilities,No,medium,US1258961002,2219224,01/11/2023,04/07/2023,North-America,Not Aligned,,,Not Aligned,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2040,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.965721064,0.92498297,0.912167281,0.792918644,0.801,0.799,0.744,0.73,0.765,0.724736842,0.684473684,0.644210526,0.603947368,0.563684211,0.523421053,0.483157895,0.442894737,0.402631579,0.362368421,0.322105263,0.281842105,0.241578947,0.201315789,0.161052632,0.120789474,0.080526316,0.040263158,0.0,,,,,,,,,,
CMS Energy,United States of America,USA,Electricity Utilities,No,medium,US1258961002,2219224,01/09/2022,22/07/2022,North-America,Not Aligned,,,Not Aligned,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2040,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.92,0.91,0.79,0.8,0.8,0.74,0.73,0.69,0.66,0.62,0.58,0.55,0.51,0.47,0.44,0.4,0.37,0.33,0.29,0.26,0.22,0.18,0.15,0.11,0.07,0.04,0.0,,,,,,,,,,
CMS Energy,United States of America,USA,Electricity Utilities,No,medium,US1258961002,2219224,01/11/2021,05/08/2021,North-America,Not Aligned,,,National Pledges,Below 2 Degrees,North-America_Electricity Utilities_01/04/2022,2040,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,0.965721064,0.92498297,0.912167281,0.792918644,0.801,0.799,0.744,0.708571429,0.673142857,0.637714286,0.602285714,0.566857143,0.531428571,0.496,0.460571429,0.425142857,0.389714286,0.354285714,0.318857143,0.283428571,0.248,0.212571429,0.177142857,0.141714286,0.106285714,0.070857143,0.035428571,0.0,,,,,,,,,,
Capital Power,Canada,CAN,Electricity Utilities,No,small,CA14042M1023,B61KF83,01/09/2024,06/08/2024,North-America,,Not Aligned,,National Pledges,Below 2 Degrees,North-America_Electricity Utilities_01/05/2024,2030;2045,2023,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.72,0.75,0.77,0.76,0.74,0.64,0.52,0.67,0.6,0.56,0.5,0.46,0.43,0.39,0.35,0.31,0.28,0.24,0.22,0.21,0.19,0.18,0.16,0.14,0.13,0.11,0.1,0.08,0.06,0.05,0.03,0.02,0.0,,,,,
CenterPoint Energy,United States of America,USA,Electricity Utilities,No,medium,US15189T1079,2440637,01/09/2024,06/08/2024,North-America,,Not Aligned,,1.5 Degrees,1.5 Degrees,North-America_Electricity Utilities_01/05/2024,2026;2035,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,1.04,1.12,1.31,1.15,1.08,0.9,0.82,0.75,0.67,0.59,0.53,0.46,0.39,0.33,0.26,0.2,0.13,0.07,0.0,,,,,,,,,,,,,,,
CenterPoint Energy,United States of America,USA,Electricity Utilities,No,medium,US15189T1079,2440637,01/11/2023,04/07/2023,North-America,Not Aligned,,,1.5 Degrees,1.5 Degrees,North-America_Electricity Utilities_01/04/2022,2035,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company’s Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,1.039,1.12,1.31,1.15,1.08,1.002857143,0.925714286,0.848571429,0.771428571,0.694285714,0.617142857,0.54,0.462857143,0.385714286,0.308571429,0.231428571,0.154285714,0.077142857,0.0,,,,,,,,,,,,,,,
CenterPoint Energy,United States of America,USA,Electricity Utilities,No,medium,US15189T1079,2440637,01/09/2022,22/07/2022,North-America,Not Aligned,,,1.5 Degrees,1.5 Degrees,North-America_Electricity Utilities_01/04/2022,2035,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"TPI has not made any further assumptions in order to project this company's Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,1.04,1.12,1.31,1.15,1.07,1.0,0.92,0.84,0.77,0.69,0.61,0.54,0.46,0.38,0.31,0.23,0.15,0.08,0.0,,,,,,,,,,,,,,,
CenterPoint Energy,United States of America,USA,Electricity Utilities,No,medium,US15189T1079,2440637,01/11/2021,05/08/2021,North-America,Not Aligned,,,Not Aligned,Not Aligned,North-America_Electricity Utilities_01/04/2022,,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses an emissions target using an activity measure and emissions figure that is inconsistent with TPI’s methodology for this sector.,,,,,1.039,1.03,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centrais Eletricas Brasileiras,Brazil,BRA,Electricity Utilities,No,small,BRELETACNOR6,2311120,01/09/2024,06/08/2024,non-OECD,,1.5 Degrees,,1.5 Degrees,1.5 Degrees,non-OECD_Electricity Utilities_01/05/2024,2025;2030,2022,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2023 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",0.55,0.56,0.55,0.46,0.4,0.29,0.36,0.27,0.37,0.34,0.33,0.32,0.32,0.25,0.19,0.13,0.06,0.0,,,,,,,,,,,,,,,,,,,,
